user_id,session_id,self_reported_mood,activity_type,timestamp_start,timestamp_end
joseph,1870,neutral,relax,2022-10-12 01:33:11+00:00,2022-10-12 01:36:45+00:00
joseph,1871,neutral,relax,2022-10-12 03:18:26+00:00,2022-10-12 04:54:09+00:00
joseph,1872,neutral,commute,2022-10-12 16:32:30+00:00,2022-10-12 18:29:13+00:00
joseph,1873,neutral,commute,2022-10-12 19:37:10+00:00,2022-10-12 20:01:40+00:00
joseph,1874,neutral,commute,2022-10-12 20:54:32+00:00,2022-10-12 21:08:20+00:00
joseph,1875,neutral,commute,2022-10-12 22:09:08+00:00,2022-10-12 23:34:31+00:00
joseph,1876,neutral,relax,2022-10-13 00:26:15+00:00,2022-10-13 00:32:50+00:00
joseph,1877,neutral,relax,2022-10-13 01:30:49+00:00,2022-10-13 02:02:30+00:00
joseph,1878,neutral,relax,2022-10-13 02:41:13+00:00,2022-10-13 02:46:54+00:00
joseph,1879,neutral,relax,2022-10-13 03:49:37+00:00,2022-10-13 04:01:35+00:00
joseph,1880,neutral,study,2022-10-13 16:22:47+00:00,2022-10-13 18:09:33+00:00
joseph,1881,neutral,commute,2022-10-13 19:27:08+00:00,2022-10-13 20:08:12+00:00
joseph,1882,neutral,relax,2022-10-13 21:51:23+00:00,2022-10-13 22:00:58+00:00
joseph,1883,neutral,commute,2022-10-13 22:47:13+00:00,2022-10-13 23:03:15+00:00
joseph,1884,neutral,relax,2022-10-14 01:31:37+00:00,2022-10-14 01:54:58+00:00
joseph,1885,neutral,relax,2022-10-14 04:13:07+00:00,2022-10-14 04:30:20+00:00
joseph,1886,neutral,relax,2022-10-14 05:48:08+00:00,2022-10-14 06:03:00+00:00
joseph,1887,neutral,study,2022-10-14 06:39:43+00:00,2022-10-14 06:54:11+00:00
joseph,1888,neutral,study,2022-10-14 14:52:30+00:00,2022-10-14 15:31:11+00:00
joseph,1889,neutral,study,2022-10-14 16:28:48+00:00,2022-10-14 16:56:47+00:00
joseph,1890,neutral,commute,2022-10-15 07:54:12+00:00,2022-10-15 08:03:27+00:00
joseph,1891,neutral,relax,2022-10-16 00:31:20+00:00,2022-10-16 00:33:05+00:00
joseph,1892,neutral,study,2022-10-16 16:35:07+00:00,2022-10-16 16:54:26+00:00
joseph,1893,neutral,commute,2022-10-16 20:43:30+00:00,2022-10-16 22:10:26+00:00
joseph,1894,neutral,relax,2022-10-17 05:03:29+00:00,2022-10-17 05:43:19+00:00
joseph,1895,neutral,commute,2022-10-17 06:49:49+00:00,2022-10-17 07:22:02+00:00
joseph,1896,neutral,commute,2022-10-17 20:02:33+00:00,2022-10-17 20:11:46+00:00
joseph,1897,neutral,commute,2022-10-17 21:35:18+00:00,2022-10-17 21:38:02+00:00
joseph,1898,neutral,commute,2022-10-17 23:30:04+00:00,2022-10-18 00:03:05+00:00
joseph,1899,neutral,relax,2022-10-18 00:36:15+00:00,2022-10-18 00:46:45+00:00
joseph,1900,neutral,relax,2022-10-18 01:38:46+00:00,2022-10-18 02:02:01+00:00
joseph,1901,happy,relax,2022-10-18 03:40:01+00:00,2022-10-18 03:49:24+00:00
joseph,1902,neutral,commute,2022-10-18 06:29:25+00:00,2022-10-18 10:16:18+00:00
joseph,1903,neutral,study,2022-10-18 15:23:42+00:00,2022-10-18 15:26:42+00:00
joseph,1904,neutral,study,2022-10-18 16:53:21+00:00,2022-10-18 16:53:34+00:00
joseph,1905,neutral,commute,2022-10-18 18:07:22+00:00,2022-10-18 18:40:57+00:00
joseph,1906,neutral,commute,2022-10-18 19:41:23+00:00,2022-10-18 20:25:45+00:00
joseph,1907,neutral,commute,2022-10-18 21:51:21+00:00,2022-10-18 22:04:51+00:00
joseph,1908,hype,workout,2022-10-18 23:16:10+00:00,2022-10-18 23:49:11+00:00
joseph,1909,neutral,relax,2022-10-19 00:39:28+00:00,2022-10-19 00:50:32+00:00
joseph,1910,neutral,relax,2022-10-19 02:56:35+00:00,2022-10-19 03:09:50+00:00
joseph,1911,sad,relax,2022-10-19 04:51:24+00:00,2022-10-19 05:59:47+00:00
joseph,1912,happy,study,2022-10-19 16:31:52+00:00,2022-10-19 18:19:51+00:00
joseph,1913,sad,commute,2022-10-19 22:18:57+00:00,2022-10-19 23:29:59+00:00
joseph,1914,sad,relax,2022-10-20 00:27:13+00:00,2022-10-20 00:35:53+00:00
joseph,1915,neutral,relax,2022-10-20 01:26:02+00:00,2022-10-20 01:48:39+00:00
joseph,1916,neutral,relax,2022-10-20 04:15:56+00:00,2022-10-20 04:26:52+00:00
joseph,1917,chill,commute,2022-10-20 06:25:26+00:00,2022-10-20 07:19:11+00:00
joseph,1918,happy,study,2022-10-20 16:22:16+00:00,2022-10-20 16:43:50+00:00
joseph,1919,neutral,commute,2022-10-20 18:51:47+00:00,2022-10-20 18:55:22+00:00
joseph,1920,neutral,commute,2022-10-20 19:41:46+00:00,2022-10-20 19:47:53+00:00
joseph,1921,happy,commute,2022-10-20 21:45:24+00:00,2022-10-20 22:05:47+00:00
joseph,1922,neutral,relax,2022-10-21 01:41:13+00:00,2022-10-21 01:59:06+00:00
joseph,1923,neutral,relax,2022-10-21 04:40:29+00:00,2022-10-21 05:00:35+00:00
joseph,1924,neutral,commute,2022-10-21 06:10:23+00:00,2022-10-21 09:41:09+00:00
joseph,1925,neutral,study,2022-10-21 16:17:16+00:00,2022-10-21 19:12:50+00:00
joseph,1926,happy,commute,2022-10-22 07:37:10+00:00,2022-10-22 08:11:16+00:00
joseph,1927,neutral,commute,2022-10-22 08:58:20+00:00,2022-10-22 08:59:30+00:00
joseph,1928,neutral,commute,2022-10-22 19:04:42+00:00,2022-10-22 19:10:43+00:00
joseph,1929,neutral,commute,2022-10-22 20:50:54+00:00,2022-10-22 20:58:04+00:00
joseph,1930,neutral,relax,2022-10-22 22:22:48+00:00,2022-10-22 23:40:39+00:00
joseph,1931,neutral,relax,2022-10-23 02:21:31+00:00,2022-10-23 02:40:18+00:00
joseph,1932,happy,relax,2022-10-23 04:54:49+00:00,2022-10-23 05:23:35+00:00
joseph,1933,happy,commute,2022-10-23 07:24:13+00:00,2022-10-23 08:12:08+00:00
joseph,1934,neutral,commute,2022-10-23 19:18:37+00:00,2022-10-23 19:34:22+00:00
joseph,1935,neutral,commute,2022-10-23 20:20:28+00:00,2022-10-23 20:21:25+00:00
joseph,1936,hype,workout,2022-10-23 21:14:11+00:00,2022-10-23 22:54:10+00:00
joseph,1937,neutral,commute,2022-10-23 23:50:54+00:00,2022-10-24 00:15:55+00:00
joseph,1938,neutral,relax,2022-10-24 02:55:35+00:00,2022-10-24 03:00:33+00:00
joseph,1939,neutral,commute,2022-10-24 05:48:36+00:00,2022-10-24 08:41:02+00:00
joseph,1940,happy,study,2022-10-24 17:11:30+00:00,2022-10-24 18:11:30+00:00
joseph,1941,happy,commute,2022-10-24 19:17:50+00:00,2022-10-24 19:48:12+00:00
joseph,1942,happy,commute,2022-10-24 21:11:46+00:00,2022-10-24 21:32:19+00:00
joseph,1943,neutral,commute,2022-10-24 22:05:19+00:00,2022-10-24 22:18:11+00:00
joseph,1944,neutral,commute,2022-10-24 23:21:14+00:00,2022-10-24 23:28:49+00:00
joseph,1945,happy,relax,2022-10-25 02:14:36+00:00,2022-10-25 03:16:39+00:00
joseph,1946,neutral,study,2022-10-25 13:44:36+00:00,2022-10-25 15:52:59+00:00
joseph,1947,happy,commute,2022-10-25 19:04:11+00:00,2022-10-25 19:46:07+00:00
joseph,1948,neutral,relax,2022-10-26 02:49:08+00:00,2022-10-26 02:58:50+00:00
joseph,1949,neutral,study,2022-10-26 05:46:42+00:00,2022-10-26 06:18:49+00:00
joseph,1950,neutral,study,2022-10-26 13:49:49+00:00,2022-10-26 16:18:07+00:00
joseph,1951,happy,commute,2022-10-26 17:47:53+00:00,2022-10-26 20:16:24+00:00
joseph,1952,neutral,commute,2022-10-26 21:59:55+00:00,2022-10-26 22:19:07+00:00
joseph,1953,neutral,commute,2022-10-26 23:03:06+00:00,2022-10-26 23:41:42+00:00
joseph,1954,neutral,relax,2022-10-27 01:36:49+00:00,2022-10-27 01:54:04+00:00
joseph,1955,happy,relax,2022-10-27 03:40:27+00:00,2022-10-27 03:54:43+00:00
joseph,1956,neutral,relax,2022-10-27 04:28:05+00:00,2022-10-27 04:37:23+00:00
joseph,1957,neutral,study,2022-10-27 15:53:32+00:00,2022-10-27 16:38:54+00:00
joseph,1958,neutral,commute,2022-10-27 18:19:04+00:00,2022-10-27 18:28:12+00:00
joseph,1959,neutral,commute,2022-10-27 19:56:34+00:00,2022-10-27 20:00:04+00:00
joseph,1960,happy,commute,2022-10-27 21:57:41+00:00,2022-10-27 22:11:40+00:00
joseph,1961,hype,workout,2022-10-28 00:54:09+00:00,2022-10-28 02:48:34+00:00
joseph,1962,neutral,study,2022-10-28 16:32:09+00:00,2022-10-28 16:34:39+00:00
joseph,1963,neutral,relax,2022-10-28 19:06:11+00:00,2022-10-28 21:58:30+00:00
joseph,1964,neutral,relax,2022-10-29 00:21:09+00:00,2022-10-29 00:39:00+00:00
joseph,1965,neutral,relax,2022-10-29 03:52:34+00:00,2022-10-29 04:08:12+00:00
joseph,1966,neutral,relax,2022-10-29 21:38:26+00:00,2022-10-29 21:38:26+00:00
joseph,1967,neutral,relax,2022-10-30 03:55:34+00:00,2022-10-30 04:04:27+00:00
joseph,1968,neutral,commute,2022-10-30 23:39:02+00:00,2022-10-30 23:51:45+00:00
joseph,1969,neutral,relax,2022-10-31 00:36:54+00:00,2022-10-31 00:41:44+00:00
joseph,1970,neutral,relax,2022-10-31 02:44:20+00:00,2022-10-31 02:53:58+00:00
joseph,1971,neutral,commute,2022-10-31 05:56:54+00:00,2022-10-31 06:12:37+00:00
joseph,1972,happy,study,2022-10-31 14:49:34+00:00,2022-10-31 15:49:46+00:00
joseph,1973,happy,study,2022-10-31 16:56:27+00:00,2022-10-31 17:58:42+00:00
joseph,1974,neutral,commute,2022-10-31 18:34:22+00:00,2022-10-31 18:34:22+00:00
joseph,1975,neutral,commute,2022-10-31 20:00:53+00:00,2022-10-31 22:02:26+00:00
joseph,1976,neutral,relax,2022-11-01 00:29:39+00:00,2022-11-01 00:38:39+00:00
joseph,1977,happy,relax,2022-11-01 01:37:16+00:00,2022-11-01 02:24:49+00:00
joseph,1978,hype,workout,2022-11-01 03:27:55+00:00,2022-11-01 04:23:42+00:00
joseph,1979,happy,study,2022-11-01 15:18:36+00:00,2022-11-01 16:21:58+00:00
joseph,1980,neutral,study,2022-11-01 17:19:21+00:00,2022-11-01 17:19:21+00:00
joseph,1981,neutral,commute,2022-11-01 18:07:05+00:00,2022-11-01 18:25:49+00:00
joseph,1982,neutral,commute,2022-11-01 19:05:47+00:00,2022-11-01 19:45:03+00:00
joseph,1983,neutral,commute,2022-11-01 21:49:09+00:00,2022-11-01 21:55:57+00:00
joseph,1984,happy,relax,2022-11-01 23:07:58+00:00,2022-11-02 01:45:04+00:00
joseph,1985,neutral,relax,2022-11-02 02:15:21+00:00,2022-11-02 03:32:34+00:00
joseph,1986,neutral,study,2022-11-02 06:10:24+00:00,2022-11-02 07:27:28+00:00
joseph,1987,neutral,study,2022-11-02 15:24:19+00:00,2022-11-02 18:36:10+00:00
joseph,1988,neutral,commute,2022-11-02 19:59:21+00:00,2022-11-02 22:28:32+00:00
joseph,1989,happy,commute,2022-11-02 23:27:10+00:00,2022-11-02 23:34:22+00:00
joseph,1990,neutral,relax,2022-11-03 00:40:51+00:00,2022-11-03 00:49:05+00:00
joseph,1991,neutral,relax,2022-11-03 01:36:31+00:00,2022-11-03 02:44:20+00:00
joseph,1992,neutral,relax,2022-11-03 03:22:41+00:00,2022-11-03 03:33:07+00:00
joseph,1993,neutral,study,2022-11-03 15:48:55+00:00,2022-11-03 17:33:59+00:00
joseph,1994,neutral,commute,2022-11-03 19:26:10+00:00,2022-11-03 20:07:57+00:00
joseph,1995,neutral,relax,2022-11-04 00:49:42+00:00,2022-11-04 00:58:43+00:00
joseph,1996,neutral,relax,2022-11-04 03:22:43+00:00,2022-11-04 03:38:57+00:00
joseph,1997,neutral,relax,2022-11-04 04:43:54+00:00,2022-11-04 04:50:00+00:00
joseph,1998,neutral,commute,2022-11-04 18:58:45+00:00,2022-11-04 19:24:52+00:00
joseph,1999,neutral,commute,2022-11-04 20:25:25+00:00,2022-11-04 20:53:40+00:00
joseph,2000,neutral,commute,2022-11-04 21:53:20+00:00,2022-11-04 23:11:56+00:00
joseph,2001,neutral,relax,2022-11-05 00:44:50+00:00,2022-11-05 01:42:55+00:00
joseph,2002,neutral,relax,2022-11-05 03:00:21+00:00,2022-11-05 03:25:37+00:00
joseph,2003,neutral,relax,2022-11-05 05:47:18+00:00,2022-11-05 06:00:14+00:00
joseph,2004,neutral,commute,2022-11-05 22:30:54+00:00,2022-11-05 22:49:42+00:00
joseph,2005,neutral,relax,2022-11-06 03:07:11+00:00,2022-11-06 04:25:23+00:00
joseph,2006,neutral,commute,2022-11-06 05:53:48+00:00,2022-11-06 06:35:36+00:00
joseph,2007,neutral,study,2022-11-06 15:49:23+00:00,2022-11-06 15:59:58+00:00
joseph,2008,happy,commute,2022-11-06 18:20:21+00:00,2022-11-06 19:04:12+00:00
joseph,2009,neutral,commute,2022-11-06 19:42:23+00:00,2022-11-06 20:05:09+00:00
joseph,2010,neutral,relax,2022-11-06 22:20:13+00:00,2022-11-07 02:33:39+00:00
joseph,2011,neutral,study,2022-11-07 07:06:58+00:00,2022-11-07 07:06:58+00:00
joseph,2012,neutral,study,2022-11-07 16:19:18+00:00,2022-11-07 17:41:04+00:00
joseph,2013,neutral,commute,2022-11-07 19:49:07+00:00,2022-11-07 19:56:05+00:00
joseph,2014,neutral,commute,2022-11-07 22:07:08+00:00,2022-11-07 23:18:51+00:00
joseph,2015,happy,relax,2022-11-08 00:27:24+00:00,2022-11-08 00:36:08+00:00
joseph,2016,neutral,relax,2022-11-08 01:45:01+00:00,2022-11-08 03:12:22+00:00
joseph,2017,hype,workout,2022-11-08 17:12:37+00:00,2022-11-08 18:35:27+00:00
joseph,2018,neutral,commute,2022-11-08 22:43:05+00:00,2022-11-08 23:02:00+00:00
joseph,2019,neutral,relax,2022-11-09 00:00:25+00:00,2022-11-09 00:00:25+00:00
joseph,2020,neutral,relax,2022-11-09 00:40:24+00:00,2022-11-09 00:45:35+00:00
joseph,2021,neutral,relax,2022-11-09 04:02:39+00:00,2022-11-09 05:55:10+00:00
joseph,2022,neutral,commute,2022-11-09 07:46:49+00:00,2022-11-09 07:59:39+00:00
joseph,2023,neutral,commute,2022-11-09 08:50:35+00:00,2022-11-09 08:50:35+00:00
joseph,2024,neutral,study,2022-11-09 15:30:40+00:00,2022-11-09 18:30:50+00:00
joseph,2025,neutral,relax,2022-11-10 00:35:38+00:00,2022-11-10 00:35:38+00:00
joseph,2026,neutral,relax,2022-11-10 01:44:42+00:00,2022-11-10 01:50:33+00:00
joseph,2027,neutral,relax,2022-11-10 02:35:15+00:00,2022-11-10 03:04:25+00:00
joseph,2028,neutral,relax,2022-11-10 03:37:03+00:00,2022-11-10 03:43:45+00:00
joseph,2029,neutral,relax,2022-11-10 05:47:43+00:00,2022-11-10 06:01:58+00:00
joseph,2030,neutral,commute,2022-11-10 08:58:08+00:00,2022-11-10 09:15:10+00:00
joseph,2031,neutral,study,2022-11-10 16:47:28+00:00,2022-11-10 17:03:45+00:00
joseph,2032,neutral,relax,2022-11-10 20:21:38+00:00,2022-11-10 20:24:45+00:00
joseph,2033,neutral,commute,2022-11-10 20:57:52+00:00,2022-11-10 21:20:00+00:00
joseph,2034,hype,workout,2022-11-10 23:18:55+00:00,2022-11-11 00:08:20+00:00
joseph,2035,neutral,relax,2022-11-11 00:48:01+00:00,2022-11-11 01:09:28+00:00
joseph,2036,happy,relax,2022-11-11 02:48:28+00:00,2022-11-11 02:58:11+00:00
joseph,2037,neutral,relax,2022-11-11 03:55:45+00:00,2022-11-11 03:59:39+00:00
joseph,2038,neutral,commute,2022-11-11 05:01:43+00:00,2022-11-11 06:41:54+00:00
joseph,2039,neutral,study,2022-11-11 14:22:56+00:00,2022-11-11 19:15:15+00:00
joseph,2040,hype,workout,2022-11-12 00:40:29+00:00,2022-11-12 01:43:20+00:00
joseph,2041,neutral,relax,2022-11-12 04:41:56+00:00,2022-11-12 05:13:56+00:00
joseph,2042,neutral,commute,2022-11-12 19:11:42+00:00,2022-11-12 19:30:29+00:00
joseph,2043,neutral,commute,2022-11-12 20:15:01+00:00,2022-11-12 21:33:31+00:00
joseph,2044,neutral,relax,2022-11-13 02:43:14+00:00,2022-11-13 03:45:49+00:00
joseph,2045,neutral,study,2022-11-13 05:27:36+00:00,2022-11-13 06:30:31+00:00
joseph,2046,neutral,study,2022-11-13 15:54:23+00:00,2022-11-13 16:02:25+00:00
joseph,2047,neutral,study,2022-11-13 17:04:13+00:00,2022-11-13 17:27:01+00:00
joseph,2048,neutral,commute,2022-11-13 20:44:48+00:00,2022-11-13 22:26:05+00:00
joseph,2049,neutral,relax,2022-11-14 01:47:58+00:00,2022-11-14 01:51:51+00:00
joseph,2050,neutral,relax,2022-11-14 05:07:24+00:00,2022-11-14 05:37:08+00:00
joseph,2051,neutral,study,2022-11-14 14:45:09+00:00,2022-11-14 17:03:23+00:00
joseph,2052,neutral,commute,2022-11-14 22:41:12+00:00,2022-11-14 23:17:11+00:00
joseph,2053,neutral,relax,2022-11-15 00:24:23+00:00,2022-11-15 01:47:38+00:00
joseph,2054,neutral,relax,2022-11-15 02:36:32+00:00,2022-11-15 03:06:20+00:00
joseph,2055,neutral,relax,2022-11-15 04:28:27+00:00,2022-11-15 04:34:15+00:00
joseph,2056,neutral,commute,2022-11-15 18:36:24+00:00,2022-11-15 19:16:23+00:00
joseph,2057,neutral,commute,2022-11-15 20:49:33+00:00,2022-11-15 21:08:34+00:00
joseph,2058,neutral,relax,2022-11-16 02:05:58+00:00,2022-11-16 02:15:46+00:00
joseph,2059,neutral,study,2022-11-16 14:36:34+00:00,2022-11-16 17:45:46+00:00
joseph,2060,neutral,commute,2022-11-16 19:02:30+00:00,2022-11-16 23:34:34+00:00
joseph,2061,neutral,relax,2022-11-17 00:24:02+00:00,2022-11-17 00:44:52+00:00
joseph,2062,neutral,relax,2022-11-17 01:34:37+00:00,2022-11-17 01:43:12+00:00
joseph,2063,neutral,relax,2022-11-17 02:37:33+00:00,2022-11-17 03:29:37+00:00
joseph,2064,neutral,study,2022-11-17 17:22:53+00:00,2022-11-17 17:46:38+00:00
joseph,2065,neutral,commute,2022-11-17 19:29:27+00:00,2022-11-17 19:38:52+00:00
joseph,2066,neutral,commute,2022-11-17 20:31:10+00:00,2022-11-17 20:53:26+00:00
joseph,2067,neutral,commute,2022-11-17 23:32:16+00:00,2022-11-17 23:55:22+00:00
joseph,2068,neutral,relax,2022-11-18 02:06:05+00:00,2022-11-18 02:09:29+00:00
joseph,2069,hype,workout,2022-11-18 05:31:21+00:00,2022-11-18 06:49:08+00:00
joseph,2070,neutral,study,2022-11-18 15:35:00+00:00,2022-11-18 19:02:41+00:00
joseph,2071,happy,commute,2022-11-18 19:54:35+00:00,2022-11-18 20:25:30+00:00
joseph,2072,happy,commute,2022-11-18 20:59:24+00:00,2022-11-18 21:15:23+00:00
joseph,2073,neutral,relax,2022-11-19 01:08:11+00:00,2022-11-19 02:30:34+00:00
joseph,2074,neutral,commute,2022-11-19 07:06:55+00:00,2022-11-19 07:41:23+00:00
joseph,2075,neutral,commute,2022-11-19 10:07:45+00:00,2022-11-19 10:37:20+00:00
joseph,2076,neutral,relax,2022-11-19 21:51:54+00:00,2022-11-19 23:36:26+00:00
joseph,2077,neutral,commute,2022-11-20 06:19:58+00:00,2022-11-20 06:58:24+00:00
joseph,2078,neutral,commute,2022-11-20 18:05:54+00:00,2022-11-20 19:45:30+00:00
joseph,2079,neutral,commute,2022-11-20 20:27:24+00:00,2022-11-20 20:30:20+00:00
joseph,2080,neutral,relax,2022-11-21 01:10:17+00:00,2022-11-21 02:23:06+00:00
joseph,2081,neutral,study,2022-11-21 16:31:30+00:00,2022-11-21 18:54:22+00:00
joseph,2082,neutral,commute,2022-11-21 22:25:26+00:00,2022-11-21 22:48:44+00:00
joseph,2083,neutral,relax,2022-11-22 00:34:54+00:00,2022-11-22 00:34:54+00:00
joseph,2084,neutral,relax,2022-11-22 01:43:01+00:00,2022-11-22 03:03:55+00:00
joseph,2085,neutral,study,2022-11-22 14:32:08+00:00,2022-11-22 17:09:46+00:00
joseph,2086,neutral,commute,2022-11-22 21:05:39+00:00,2022-11-22 21:12:27+00:00
joseph,2087,neutral,relax,2022-11-23 05:05:45+00:00,2022-11-23 05:15:22+00:00
joseph,2088,neutral,commute,2022-11-23 06:19:00+00:00,2022-11-23 06:54:52+00:00
joseph,2089,neutral,study,2022-11-23 14:40:21+00:00,2022-11-23 18:06:39+00:00
joseph,2090,neutral,commute,2022-11-23 18:37:32+00:00,2022-11-23 19:40:00+00:00
joseph,2091,neutral,commute,2022-11-23 20:44:52+00:00,2022-11-23 20:44:52+00:00
joseph,2092,neutral,commute,2022-11-23 21:44:16+00:00,2022-11-23 22:53:31+00:00
joseph,2093,neutral,commute,2022-11-23 23:52:29+00:00,2022-11-23 23:52:29+00:00
joseph,2094,neutral,relax,2022-11-24 02:06:25+00:00,2022-11-24 02:13:34+00:00
joseph,2095,neutral,study,2022-11-24 16:22:29+00:00,2022-11-24 16:29:42+00:00
joseph,2096,neutral,commute,2022-11-24 20:44:40+00:00,2022-11-24 22:03:20+00:00
joseph,2097,neutral,commute,2022-11-24 23:29:11+00:00,2022-11-24 23:29:11+00:00
joseph,2098,neutral,commute,2022-11-25 17:48:00+00:00,2022-11-25 19:24:26+00:00
joseph,2099,neutral,study,2022-11-26 16:01:30+00:00,2022-11-26 17:54:37+00:00
joseph,2100,neutral,commute,2022-11-26 20:57:38+00:00,2022-11-26 21:06:05+00:00
joseph,2101,neutral,commute,2022-11-26 21:43:48+00:00,2022-11-26 22:14:25+00:00
joseph,2102,neutral,relax,2022-11-27 00:57:56+00:00,2022-11-27 03:09:00+00:00
joseph,2103,happy,study,2022-11-27 15:55:16+00:00,2022-11-27 15:59:21+00:00
joseph,2104,neutral,commute,2022-11-27 20:14:58+00:00,2022-11-27 20:21:42+00:00
joseph,2105,neutral,relax,2022-11-28 00:08:45+00:00,2022-11-28 00:08:45+00:00
joseph,2106,happy,relax,2022-11-28 02:47:53+00:00,2022-11-28 03:09:18+00:00
joseph,2107,neutral,commute,2022-11-28 06:16:45+00:00,2022-11-28 06:37:50+00:00
joseph,2108,neutral,study,2022-11-28 14:45:07+00:00,2022-11-28 16:39:05+00:00
joseph,2109,neutral,study,2022-11-28 17:10:36+00:00,2022-11-28 17:53:00+00:00
joseph,2110,neutral,commute,2022-11-28 23:26:07+00:00,2022-11-29 00:36:52+00:00
joseph,2111,neutral,relax,2022-11-29 01:38:07+00:00,2022-11-29 01:46:03+00:00
joseph,2112,neutral,relax,2022-11-29 02:39:48+00:00,2022-11-29 03:39:24+00:00
joseph,2113,neutral,relax,2022-11-29 05:14:46+00:00,2022-11-29 05:24:28+00:00
joseph,2114,neutral,study,2022-11-29 14:40:37+00:00,2022-11-29 18:59:45+00:00
joseph,2115,happy,commute,2022-11-29 20:28:26+00:00,2022-11-29 21:05:02+00:00
joseph,2116,neutral,study,2022-11-30 16:33:13+00:00,2022-11-30 16:55:11+00:00
joseph,2117,neutral,commute,2022-11-30 22:56:17+00:00,2022-11-30 23:34:54+00:00
joseph,2118,happy,relax,2022-12-01 00:35:23+00:00,2022-12-01 00:35:25+00:00
joseph,2119,neutral,relax,2022-12-01 01:43:45+00:00,2022-12-01 01:44:54+00:00
joseph,2120,neutral,relax,2022-12-01 02:42:32+00:00,2022-12-01 03:34:09+00:00
joseph,2121,hype,workout,2022-12-01 14:45:42+00:00,2022-12-01 16:42:29+00:00
joseph,2122,neutral,commute,2022-12-01 19:31:32+00:00,2022-12-01 19:31:32+00:00
joseph,2123,neutral,commute,2022-12-01 20:34:05+00:00,2022-12-01 21:03:21+00:00
joseph,2124,happy,relax,2022-12-02 01:30:44+00:00,2022-12-02 01:43:07+00:00
joseph,2125,neutral,relax,2022-12-02 02:30:14+00:00,2022-12-02 02:41:51+00:00
joseph,2126,neutral,relax,2022-12-02 04:10:11+00:00,2022-12-02 04:19:07+00:00
joseph,2127,neutral,relax,2022-12-02 05:34:56+00:00,2022-12-02 06:01:22+00:00
joseph,2128,neutral,study,2022-12-02 15:20:02+00:00,2022-12-02 18:06:39+00:00
joseph,2129,neutral,relax,2022-12-02 23:31:57+00:00,2022-12-03 00:08:33+00:00
joseph,2130,neutral,commute,2022-12-03 21:09:35+00:00,2022-12-03 21:16:32+00:00
joseph,2131,neutral,commute,2022-12-04 18:17:31+00:00,2022-12-04 20:24:46+00:00
joseph,2132,neutral,relax,2022-12-05 01:25:53+00:00,2022-12-05 01:25:53+00:00
joseph,2133,neutral,study,2022-12-05 14:41:38+00:00,2022-12-05 17:09:47+00:00
joseph,2134,neutral,commute,2022-12-05 18:17:40+00:00,2022-12-05 18:27:50+00:00
joseph,2135,happy,commute,2022-12-05 22:42:05+00:00,2022-12-05 23:33:25+00:00
joseph,2136,neutral,relax,2022-12-06 00:37:33+00:00,2022-12-06 00:37:33+00:00
joseph,2137,neutral,relax,2022-12-06 02:19:59+00:00,2022-12-06 02:54:54+00:00
joseph,2138,happy,relax,2022-12-06 03:28:22+00:00,2022-12-06 03:34:35+00:00
joseph,2139,happy,study,2022-12-06 14:51:51+00:00,2022-12-06 16:57:55+00:00
joseph,2140,neutral,commute,2022-12-06 18:19:02+00:00,2022-12-06 18:50:16+00:00
joseph,2141,neutral,commute,2022-12-06 21:24:38+00:00,2022-12-06 21:41:07+00:00
joseph,2142,neutral,relax,2022-12-06 23:54:56+00:00,2022-12-07 00:49:38+00:00
joseph,2143,neutral,commute,2022-12-07 22:22:58+00:00,2022-12-07 22:22:58+00:00
joseph,2144,happy,commute,2022-12-08 17:38:57+00:00,2022-12-08 20:48:10+00:00
joseph,2145,neutral,commute,2022-12-08 22:25:15+00:00,2022-12-08 22:29:52+00:00
joseph,2146,neutral,commute,2022-12-08 23:16:07+00:00,2022-12-08 23:16:08+00:00
joseph,2147,neutral,relax,2022-12-09 02:05:33+00:00,2022-12-09 02:31:20+00:00
joseph,2148,neutral,relax,2022-12-09 03:30:31+00:00,2022-12-09 03:42:01+00:00
joseph,2149,neutral,study,2022-12-09 14:46:32+00:00,2022-12-09 17:19:45+00:00
joseph,2150,happy,commute,2022-12-09 18:10:44+00:00,2022-12-09 19:17:24+00:00
joseph,2151,neutral,commute,2022-12-09 22:11:32+00:00,2022-12-09 22:21:35+00:00
joseph,2152,neutral,commute,2022-12-10 07:03:19+00:00,2022-12-10 07:10:37+00:00
joseph,2153,happy,commute,2022-12-10 18:35:58+00:00,2022-12-10 20:36:32+00:00
joseph,2154,neutral,commute,2022-12-10 22:06:29+00:00,2022-12-10 22:40:14+00:00
joseph,2155,neutral,commute,2022-12-10 23:13:53+00:00,2022-12-10 23:41:16+00:00
joseph,2156,happy,relax,2022-12-11 00:14:45+00:00,2022-12-11 02:37:01+00:00
joseph,2157,neutral,relax,2022-12-11 04:13:00+00:00,2022-12-11 05:15:46+00:00
joseph,2158,neutral,commute,2022-12-11 05:56:51+00:00,2022-12-11 07:17:10+00:00
joseph,2159,neutral,commute,2022-12-11 18:31:56+00:00,2022-12-11 21:10:49+00:00
joseph,2160,neutral,relax,2022-12-12 04:51:54+00:00,2022-12-12 06:19:35+00:00
joseph,2161,happy,commute,2022-12-12 17:56:39+00:00,2022-12-12 20:50:10+00:00
joseph,2162,neutral,commute,2022-12-12 23:39:26+00:00,2022-12-12 23:54:31+00:00
